Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Battery type,AC charging time,Battery capacity,Previous owners,Warranty until,Price
Volvo,V60,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1969.0,109,Euro 6,161000,2018,No battery type class,0.0,0.0,2,3.0,13849.0
Mercedes-Benz,C 180,Silver,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,115,1595.0,116,Euro 6,122000,2013,No battery type class,0.0,0.0,Unknown,4.0,12649.0
Fiat,500,Red,Black interior,Cloth interior,Hatchback,2/3 doors,4,Electric,Automatic,4x2,87,1013.0,0,No emission class,10,2023,Lithium-ion (Li-ion),4.0,42.0,Unknown,3.0,35249.0
Peugeot,308,Blue,Black interior,Other interior material,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,115,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,3.0,30599.0
Opel,Astra,Silver,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,96,1199.0,102,Euro 6,5990,2023,No battery type class,0.0,0.0,1,3.0,32099.0
Fiat,500,Red,Black interior,Part leather interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,77,875.0,99,Euro 6,42393,2017,No battery type class,0.0,0.0,Unknown,3.0,12849.0
Mercedes-Benz,Sprinter,White,Black interior,Other interior material,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,110,1950.0,251,Euro 6d,25,2023,No battery type class,0.0,0.0,1,4.0,50999.0
BMW,750,Grey,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,294,2993.0,166,Euro 6,72676,2018,No battery type class,0.0,0.0,1,4.0,55249.0
Kia,Picanto,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,62,1197.0,104,Euro 6,9500,2023,No battery type class,0.0,0.0,1,4.0,16349.0
Fiat,Tipo,Red,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Manual,4x2,88,1598.0,117,Euro 6d-TEMP,73000,2019,No battery type class,0.0,0.0,Unknown,3.0,16399.0
Hyundai,Bayon,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,998.0,118,No emission class,10,2023,No battery type class,0.0,0.0,1,5.0,21099.0
Volkswagen,Taigo,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,111,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,3.0,28049.0
Audi,S5,Grey,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,251,2967.0,167,Euro 6d,21161,2021,No battery type class,0.0,0.0,1,4.0,52149.0
Mercedes-Benz,A 200,Grey,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,120,1332.0,123,Euro 6d-TEMP,43053,2018,No battery type class,0.0,0.0,2,4.0,26749.0
Mercedes-Benz,A 180,Black,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,100,1332.0,127,Euro 6d-TEMP,49007,2019,No battery type class,0.0,0.0,1,4.0,27149.0
Audi,A1,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,112,Euro 6d,5420,2023,No battery type class,0.0,0.0,1,4.0,23049.0
Peugeot,208,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,74,1199.0,99,No emission class,59830,2020,No battery type class,0.0,0.0,Unknown,3.0,19549.0
Volkswagen,Golf,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,106,Euro 6,169912,2021,No battery type class,0.0,0.0,2,3.0,18849.0
Nissan,Leaf,Grey,Black interior,Full leather interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,160,1217.0,0,No emission class,10,2023,Lithium-ion (Li-ion),12.0,59.0,Unknown,4.0,42599.0
Nissan,Juke,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,85,999.0,0,Euro 6d,15330,2021,No battery type class,0.0,0.0,Unknown,4.0,20649.0
Mercedes-Benz,A 180,White,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,100,1332.0,138,Euro 6d,10000,2022,No battery type class,0.0,0.0,1,4.0,35199.0
Mercedes-Benz,Citan,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,Diesel,Manual,4x2,70,1461.0,143,Euro 6d,6548,2022,No battery type class,0.0,0.0,1,4.0,29949.0
Volkswagen,ID.4,Silver,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,1,2023,Lithium-ion (Li-ion),8.0,82.0,Unknown,3.0,45599.0
Cupra,Formentor,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,150,1395.0,126,Euro 6,36258,2021,Lithium-ion (Li-ion),4.0,13.0,Unknown,3.0,36399.0
Mercedes-Benz,C 220,Blue,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,143,1950.0,134,Euro 6d,53000,2021,No battery type class,0.0,0.0,1,4.0,33149.0
Mercedes-Benz,E 350,Silver,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,215,3498.0,159,Euro 5,96550,2010,No battery type class,0.0,0.0,4,4.0,14599.0
Cupra,Ateca,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,221,1984.0,175,Euro 6d,4432,2023,No battery type class,0.0,0.0,1,3.0,46749.0
Audi,SQ5,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,251,2967.0,185,Euro 6d,30000,2022,No battery type class,0.0,0.0,2,4.0,68999.0
Audi,Q2,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,121,Euro 6,16251,2022,No battery type class,0.0,0.0,1,3.0,38649.0
Audi,A1,Black,Other interior color,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,81,999.0,110,Euro 6,23553,2022,No battery type class,0.0,0.0,Unknown,4.0,24099.0
Audi,A4,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,120,1968.0,108,Euro 6d-TEMP,40000,2019,No battery type class,0.0,0.0,1,4.0,25199.0
Renault,Scenic,Grey,Black interior,Part leather interior,MPV,4/5 doors,5,Petrol,Manual,4x2,97,1197.0,140,Euro 6,125000,2016,No battery type class,0.0,0.0,1,3.0,10799.0
BMW,318,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1995.0,0,Euro 6d,15000,2022,No battery type class,0.0,0.0,1,4.0,36299.0
Land Rover,Range Rover Evoque,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,184,1997.0,176,No emission class,9921,2022,No battery type class,0.0,0.0,Unknown,5.0,54499.0
Renault,Captur,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,116,1598.0,34,Euro 6,58211,2021,Lithium-ion (Li-ion),3.0,10.0,Unknown,3.0,22999.0
Volkswagen,T-Cross,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,110,Euro 6,20524,2022,No battery type class,0.0,0.0,1,3.0,22849.0
Audi,A5,Silver,Black interior,Part leather interior,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,118,1798.0,164,Euro 5,131000,2011,No battery type class,0.0,0.0,3,4.0,12849.0
Ford,EcoSport,Black,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,92,998.0,119,Euro 6d-TEMP,85745,2018,No battery type class,0.0,0.0,Unknown,5.0,15549.0
Audi,A3,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5,Hybrid,Automatic,4x2,150,1395.0,117,Euro 6d,43277,2021,Lithium-ion (Li-ion),4.0,13.0,Unknown,4.0,29399.0
Volkswagen,Tiguan Allspace,White,Grey interior,Velour interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,147,1968.0,142,Euro 6d,15,2023,No battery type class,0.0,0.0,Unknown,3.0,55349.0
Citroen,C3,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,81,1199.0,120,Euro 6d,23069,2019,No battery type class,0.0,0.0,1,4.0,16849.0
Skoda,Octavia,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,97,Euro 6d-TEMP,95053,2020,No battery type class,0.0,0.0,1,3.0,26799.0
Skoda,Fabia,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,44,999.0,110,Euro 6,24800,2020,No battery type class,0.0,0.0,1,3.0,14699.0
MINI,One Cabrio,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,75,1499.0,127,Euro 6d-TEMP,16600,2019,No battery type class,0.0,0.0,2,4.0,23099.0
Volkswagen,Polo,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,110,No emission class,16846,2022,No battery type class,0.0,0.0,Unknown,3.0,22099.0
Mercedes-Benz,CLA 180,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,100,1332.0,0,Euro 6d,33800,2022,No battery type class,0.0,0.0,Unknown,4.0,34149.0
Audi,A3,Black,Black interior,Full leather interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x4,147,1968.0,127,Euro 6,29730,2022,No battery type class,0.0,0.0,1,2.0,44999.0
Opel,Mokka X,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,100,1598.0,143,Euro 6,76075,2018,No battery type class,0.0,0.0,1,3.0,17849.0
Volkswagen,Tiguan,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,130,Euro 6d,28310,2023,No battery type class,0.0,0.0,1,3.0,32099.0
Renault,Megane,White,Beige interior,Cloth interior,Hatchback,4/5 doors,2,Diesel,Manual,4x2,70,1461.0,102,Euro 6,99493,2020,No battery type class,0.0,0.0,1,4.0,12899.0
Audi,S5,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4,Petrol,Automatic,4x4,260,2995.0,161,Euro 6d-TEMP,27000,2020,No battery type class,0.0,0.0,1,4.0,55649.0
Mercedes-Benz,GLC 200,Silver,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,150,1999.0,169,Euro 6,5300,2023,No battery type class,0.0,0.0,1,4.0,62649.0
Volkswagen,Golf,Blue,Black interior,Alcantara interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,221,1984.0,151,Euro 6,35400,2021,No battery type class,0.0,0.0,1,3.0,34199.0
Volkswagen,Golf,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,85,1598.0,109,Euro 6d-TEMP,95110,2019,No battery type class,0.0,0.0,2,3.0,18099.0
Opel,Crossland,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,107,Euro 6d-TEMP,14200,2022,No battery type class,0.0,0.0,1,3.0,25449.0
Ford,Mustang Mach-E,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Electric,Automatic,4x4,198,1495.0,0,No emission class,2624,2022,Lithium-ion (Li-ion),6.0,76.0,1,5.0,56399.0
BMW,X3,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1995.0,132,Euro 6d,42400,2021,No battery type class,0.0,0.014084507042253521,1,4.0,49749.0
Kia,Picanto,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,49,998.0,113,Euro 6,30937,2020,No battery type class,0.0,0.0,1,4.0,11399.0
Audi,A5,Black,Black interior,Other interior material,Sedans / saloons,2/3 doors,5,Diesel,Automatic,4x4,150,1968.0,127,Euro 6,15,2023,No battery type class,0.0,0.0,1,4.0,71099.0
Dacia,Sandero,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,67,999.0,127,Euro 6,31217,2021,No battery type class,0.0,0.0,Unknown,3.0,14899.0
Mercedes-Benz,GLB 200,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,120,1332.0,138,Euro 6d,41627,2021,No battery type class,0.0,0.0,Unknown,4.0,42549.0
BMW,X1,Silver,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,105,1995.0,164,Euro 5,68272,2012,No battery type class,0.0,0.0,2,4.0,13799.0
Audi,A6,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,150,1968.0,118,Euro 6,7384,2023,No battery type class,0.0,0.0,1,4.0,50899.0
Ford,Tourneo Custom,Grey,Grey interior,Full leather interior,MPV/VAN,4/5 doors,8+,Diesel,Manual,4x2,110,1995.0,164,Euro 6d-TEMP,15,2023,No battery type class,0.0,0.0,Unknown,5.0,48999.0
Volkswagen,Golf,Silver,Black interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,119,Euro 6d,8650,2023,No battery type class,0.0,0.0,1,3.0,30999.0
Kia,cee'd / Ceed,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1582.0,155,No emission class,48373,2020,No battery type class,0.0,0.0,2,4.0,17849.0
Volkswagen,Golf,White,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,119,Euro 6,113230,2019,No battery type class,0.0,0.0,1,3.0,18349.0
Audi,A1,Black,Black interior,Full leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,85,999.0,117,Euro 6d-TEMP,68675,2020,No battery type class,0.0,0.0,Unknown,4.0,29299.0
Fiat,Panda,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,51,999.0,89,Euro 6d,60803,2022,No battery type class,0.0,0.0,Unknown,3.0,11799.0
Audi,Q5,White,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1968.0,144,Euro 6,85800,2019,No battery type class,0.0,0.014084507042253521,Unknown,4.0,36199.0
Volvo,XC60,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,185,1969.0,0,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,3.0,55149.0
Renault,Kadjar,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1197.0,126,Euro 6,63690,2016,No battery type class,0.0,0.0,Unknown,3.0,14099.0
Volkswagen,Touareg,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,184,Euro 6,75468,2020,No battery type class,0.0,0.0,Unknown,3.0,51099.0
Ford,Focus,White,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,92,999.0,94,Euro 6,52026,2021,No battery type class,0.0,0.0,Unknown,5.0,22049.0
Hyundai,i30,White,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,206,1998.0,176,Euro 6d-TEMP,10,2023,No battery type class,0.0,0.0,Unknown,5.0,35249.0
BMW,116,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,Diesel,Manual,4x2,85,1496.0,114,Euro 6,57424,2019,No battery type class,0.0,0.0,Unknown,4.0,18799.0
Kia,Sportage,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,132,1598.0,137,Euro 6d,10,2023,No battery type class,0.0,0.0,1,4.0,36849.0
Volkswagen,Tiguan,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,140,1984.0,162,Euro 6d-TEMP,100050,2019,No battery type class,0.0,0.014084507042253521,1,3.0,28799.0
Audi,A1,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,81,999.0,110,Euro 6,20201,2021,No battery type class,0.0,0.0,Unknown,4.0,25099.0
BMW,520,White,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140,1995.0,125,Euro 6d-TEMP,81939,2019,No battery type class,0.0,0.014084507042253521,1,4.0,29949.0
Dacia,Dokker,Black,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,Petrol,Manual,4x2,85,1197.0,130,Euro 6,63300,2018,No battery type class,0.0,0.0,2,4.0,15799.0
Volkswagen,Passat,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,125,Euro 6d-TEMP,20,2023,No battery type class,0.0,0.0,Unknown,3.0,37099.0
Skoda,Octavia,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,85,999.0,108,Euro 6,131214,2017,No battery type class,0.0,0.0,Unknown,3.0,18049.0
Volkswagen,up!,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Automatic,4x2,61,999.0,98,No emission class,0,2023,No battery type class,0.0,32.0,Unknown,3.0,27849.0
Mercedes-Benz,EQC,Blue,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x4,300,2078.0,0,No emission class,28245,2020,Lithium-ion (Li-ion),5.555555555555555,85.0,Unknown,4.0,48349.0
Opel,Corsa,Grey,Other interior color,Part leather interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1199.0,98,Euro 6d,10707,2023,No battery type class,0.0,0.0,1,3.0,20449.0
Audi,S6,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,257,2967.0,171,Euro 6,113256,2019,No battery type class,0.0,0.0,1,4.0,46349.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,99,Euro 6d-TEMP,51931,2020,No battery type class,0.0,0.0,1,3.0,25749.0
Audi,A5,Black,Black interior,Part leather interior,Coupe,2/3 doors,4,Petrol,Automatic,4x4,195,1984.0,161,Euro 6d,27600,2023,No battery type class,0.0,0.0,1,4.0,61149.0
Kia,Rio,Black,Other interior color,Part leather interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,998.0,102,Euro 6d-TEMP,90965,2019,No battery type class,0.0,0.0,Unknown,4.0,17899.0
Mazda,6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,143,2488.0,156,Euro 6d,19490,2022,No battery type class,0.0,0.0,1,3.0,33349.0
Peugeot,5008,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,7,Petrol,Manual,4x2,96,1199.0,122,Euro 6,53621,2020,No battery type class,0.0,0.0,Unknown,3.0,29999.0
Renault,Trafic,Black,Other interior color,Cloth interior,Cargo VAN,4/5 doors,9+,Diesel,Manual,4x2,81,1995.0,181,No emission class,300,2023,No battery type class,0.0,0.0,1,3.0,43599.0
Citroen,C5 Aircross,White,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,130,1997.0,124,Euro 6,40481,2020,No battery type class,0.0,0.0,Unknown,4.0,28899.0
Opel,Astra,Grey,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,81,1199.0,102,No emission class,27653,2022,No battery type class,0.0,0.0,1,3.0,22499.0
Opel,Corsa,Red,Other interior color,Part leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,74,1199.0,99,Euro 6d,23018,2022,No battery type class,0.0,0.0,1,3.0,22549.0
Cupra,Formentor,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,180,1984.0,159,No emission class,3568,2023,No battery type class,0.0,0.0,Unknown,3.0,40399.0
Opel,Insignia,Grey,Beige interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,96,1956.0,129,Euro 5,116000,2010,No battery type class,0.0,0.0,Unknown,3.0,8849.0
Volkswagen,T-Roc,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,118,Euro 6,11625,2022,No battery type class,0.0,0.0,1,3.0,27299.0
Seat,Arona,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,109,Euro 6d-TEMP,69450,2021,No battery type class,0.0,0.0,1,4.0,16749.0
Jaguar,E-Pace,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,183,1998.0,190,Euro 6d-TEMP,34926,2019,No battery type class,0.0,0.0,Unknown,7.0,36199.0
Volkswagen,Caddy,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,2,Diesel,Manual,4x2,75,1968.0,123,Euro 6,14,2023,No battery type class,0.0,0.0,Unknown,3.0,38399.0
Ford,C-Max,Blue,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Manual,4x2,74,998.0,127,Euro 6d-TEMP,68225,2019,No battery type class,0.0,0.0,1,5.0,14399.0
Fiat,500,Blue,Black interior,Cloth interior,Hatchback,2/3 doors,4,Electric,Automatic,4x2,87,1013.0,0,No emission class,1,2023,Lithium-ion (Li-ion),4.0,42.0,Unknown,3.0,32849.0
Renault,Captur,Blue,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,103,1332.0,0,Euro 6d,18492,2023,No battery type class,0.0,0.0,1,3.0,23949.0
Opel,Corsa,Blue,Other interior color,Other interior material,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,No emission class,2477,2021,Lithium-ion (Li-ion),1.0526315789473684,50.0,Unknown,3.0,24399.0
Audi,e-tron,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x4,300,2013.0,0,Euro 6d-TEMP,12090,2023,Lithium-ion (Li-ion),10.0,95.0,1,4.0,70599.0
Fiat,Panda,White,Other interior color,Velour interior,Hatchback,4/5 doors,5,Petrol,Manual,4x4,63,875.0,0,Euro 6,1,2022,No battery type class,0.0,0.0,Unknown,3.0,25099.0
Renault,Talisman,White,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,165,1798.0,164,Euro 6d-TEMP,42800,2019,No battery type class,0.0,0.0,Unknown,3.0,24599.0
Volkswagen,ID.4,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,10724,2022,Lithium-ion (Li-ion),8.0,82.0,Unknown,3.0,40649.0
Mercedes-Benz,V 250,Blue,Black interior,Cloth interior,MPV/VAN,4/5 doors,7,Diesel,Automatic,4x4,140,1950.0,218,Euro 6,112150,2019,No battery type class,0.0,0.014084507042253521,1,4.0,50899.0
Fiat,500,White,Other interior color,Cloth interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,63,875.0,109,Euro 6d-TEMP,40163,2019,No battery type class,0.0,0.0,2,3.0,13899.0
Volkswagen,Tiguan,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,147,1968.0,143,Euro 6,37464,2021,No battery type class,0.0,0.0,Unknown,3.0,41449.0
Hyundai,Kona,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,104,1580.0,90,No emission class,53823,2020,Lithium polymer (Li-pol),1.0,2.0,Unknown,5.0,27249.0
Audi,Q3,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,169,1984.0,168,Euro 6d-TEMP,40000,2019,No battery type class,0.0,0.0,1,4.0,36299.0
Volkswagen,Taigo,Red,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,116,Euro 6d,6500,2022,No battery type class,0.0,0.0,1,3.0,29949.0
BMW,X3,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,135,1995.0,129,Euro 5,160700,2013,No battery type class,0.0,0.0,2,4.0,20049.0
